Name	Targ1	Targ2	Targ3	Theme1	Theme2	Theme3	Theme4	Theme5	Theme6	Lang1	Lang2	Lang3	Lang4	Lang5	Lang6	Lang7	Lang8	
Introduction to Programming for Middle School Students	1	@	@	1	@	@	@	@	@	72	@	@	@	@	@	@	@	
girls.code (Girls Code)	1	@	@	1	@	@	@	@	@	72	@	@	@	@	@	@	@	
Code Red! (More Coding)	1	@	@	1	@	@	@	@	@	72	@	@	@	@	@	@	@	
CodeNow in a Box	0	2	@	1	@	@	@	@	@	72	@	@	@	@	@	@	@	
CodeREV Tech Camps	1	@	@	1	@	@	@	@	@	72	@	@	@	@	@	@	@	
Hi-Tech Summer Camp	1	@	@	1	@	@	@	@	@	72	@	@	@	@	@	@	@	
Code Like A Girl	1	@	@	1	@	@	@	@	@	72	@	@	@	@	@	@	@	
e-camp	1	@	@	1	@	@	@	@	@	72	@	@	@	@	@	@	@	
Mobile Tech 100: Introduction to Coding & Circuits	1	@	@	1	@	@	@	@	@	72	@	@	@	@	@	@	@	
Mobile Tech 200: Intermediate Coding & Circuits	1	@	@	1	@	@	@	@	@	72	@	@	@	@	@	@	@	
Girls in Science and Engineering (GISE)	0	@	@	1	@	@	@	@	@	72	@	@	@	@	@	@	@	
Computer Programming 1	1	@	@	1	@	@	@	@	@	28	@	@	@	@	@	@	@	
Computer Programming 2	1	@	@	1	@	@	@	@	@	68	@	@	@	@	@	@	@	
MS Make Wonder: Learn to Code with Dash & Dot	1	@	@	1	@	@	@	@	@	14	@	@	@	@	@	@	@	
Programming4Girls	0	@	@	1	@	@	@	@	@	3	@	@	@	@	@	@	@	
Summer Coding Camp	1	@	@	1	@	@	@	@	@	28	@	@	@	@	@	@	@	
JUNIOR PROGRAMMING LEVEL 1	1	@	@	1	@	@	@	@	@	19	@	@	@	@	@	@	@	
JUNIOR PROGRAMMING LEVEL 2	1	@	@	1	@	@	@	@	@	19	@	@	@	@	@	@	@	
Learn to Code with Python	1	@	@	1	@	@	@	@	@	27	@	@	@	@	@	@	@	
Code Central Station: Java	1	@	@	1	@	@	@	@	@	19	@	@	@	@	@	@	@	
Coding and 3D Printing	1	@	@	1	@	@	@	@	@	13	18	20	27	@	@	@	@	
Computer Camps for Kids and Teens	1	@	@	1	3	@	@	@	@	19	27	28	@	@	@	@	@	
STEM Summer Camp 2016	1	@	@	1	2	3	6	@	@	19	@	@	@	@	@	@	@	
Enjoyable Coding with JavaScript	1	@	@	0	1	@	@	@	@	20	@	@	@	@	@	@	@	
Animations using Scratch	1	@	@	0	1	@	@	@	@	28	@	@	@	@	@	@	@	
Advanced Scratch: Games & Music	1	@	@	0	1	@	@	@	@	28	@	@	@	@	@	@	@	
A Week of Geek	1	@	@	0	1	6	7	@	@	72	@	@	@	@	@	@	@	
peachjar STEM Camp	1	@	@	0	1	3	5	6	7	8	10	19	27	28	59	61	63	
Girls Go Digital	0	@	@	0	1	6	8	@	@	5	7	20	26	27	@	@	@	
Computer Science Summer Camp	1	@	@	1	2	@	@	@	@	8	9	@	@	@	@	@	@	
little coders	1	@	@	1	2	@	@	@	@	28	50	52	@	@	@	@	@	
TechKnowHow Technology and Robotics Summer Camps	1	@	@	1	2	@	@	@	@	19	21	27	31	@	@	@	@	
MV Code Club	1	@	@	1	2	5	6	@	@	8	9	13	18	19	20	28	@	
Intro to Java Coding with Minecraft Modding	1	@	@	1	7	@	@	@	@	19	@	@	@	@	@	@	@	
Minecraft Modpack Development	1	@	@	1	7	@	@	@	@	72	@	@	@	@	@	@	@	
Minecraft, Programming, and Logic	1	@	@	1	7	@	@	@	@	22	@	@	@	@	@	@	@	
Robotics & Visual Programming Summer Camp	1	@	@	1	6	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics Level 1	0	@	@	1	6	@	@	@	@	72	@	@	@	@	@	@	@	
Advanced Programming & STEMDu Robotics	1	@	@	1	6	@	@	@	@	72	@	@	@	@	@	@	@	
Awesome Inc U's Kids Coding Camp	1	@	@	1	2	3	6	@	@	5	13	18	20	@	@	@	@	
4-H Youth Tech Camp	1	@	@	1	6	9	@	@	@	72	@	@	@	@	@	@	@	
Techno-tainment Camp	1	@	@	1	6	7	@	@	@	72	@	@	@	@	@	@	@	
Camp Fitch Computer Camp	1	@	@	1	5	@	@	@	@	9	10	13	18	19	20	27	@	
Code like a BOSS!	1	@	@	1	5	@	@	@	@	19	24	27	@	@	@	@	@	
STEM-U-LATE YOUR BRAIN	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Stem-o-rama camp	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Stemtastic Adventures - No boys allowed!	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Build Your Own Computer	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Arduino Application	1	@	@	6	@	@	@	@	@	5	@	@	@	@	@	@	@	
Computer Science and Robotics Engineering with Arduino	1	@	@	6	@	@	@	@	@	5	@	@	@	@	@	@	@	
Robotics with Electronics -Arduino I	1	@	@	6	@	@	@	@	@	5	8	@	@	@	@	@	@	
Robotics with Electronics -Arduino II	1	@	@	6	@	@	@	@	@	5	8	21	@	@	@	@	@	
Arduino 	1	@	@	6	@	@	@	@	@	8	@	@	@	@	@	@	@	
Robotics Programming and Algebra	1	@	@	6	@	@	@	@	@	8	10	@	@	@	@	@	@	
Programming Robots: Sparki the Arduino Robot	1	@	@	6	@	@	@	@	@	8	10	@	@	@	@	@	@	
Pre-engineering Robotics and Java Programming Summer Program	1	@	@	6	@	@	@	@	@	19	21	@	@	@	@	@	@	
Beginning Robotics With Lego Mindstorms	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Jr Robotics Tech Explorer	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
LEGO Robotics Camp	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Lego Mindstorm	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Lego Mindstorms A	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Lego Mindstorms B	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Tech & Design Camp	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Shiva Robotics Academy	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Bolles Robotics 101: LEGO® MINDSTORMS® Summer Camp	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Bolles Robotics Summer Camp	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Geers Robotics Summer Camp	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
EV3: Robotec: ‘Bots & Bytes	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
MINDSTORM EV3	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robowarz	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics I	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics II	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Introduction to Robotics with LEGO MINDSTORMS EV3	0	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Wyoming Starbase Academy	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Middle School Lego Mindstorms Camp	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics 201	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics 101	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics: Some Assembly Required	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Beginner Robotics	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Advanced Robotics	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Spartaneering LEGO Robotics Plus	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
COCONUTS 1.0: Introduction to LEGO NXT Robots	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics With NXT	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Camp GObotics	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
LEGO® Mindstorms EV3 Robotics	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
LEGO® EV3 Series Challenge Robots	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
LEGO YOUniverse!	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Mindstorms Robotics Program for Middle School Students	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Competitive Robotics FIRST LEGO League Program for Middle School Students	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robot Technology Projects	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robot-to-Robot Automation and Remote Control	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Junior Competitive Robotics (FIRST LEGO league)	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Physics with Robots	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics Fun with Mathematics	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics Techonlogy Projects	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Introduction to Robotics	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics Programming with LEGO Mindstorms	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Park Tudor - "LEGO Robotics"	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
STEM for Kids	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
LEGO Robotics Academy	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	8	21	@	@	@	@	@	@	
Super Robotics Sumo Workshop	1	@	@	6	@	@	@	@	@	8	10	21	@	@	@	@	@	
Raspberry PI + Scratch Robotics Camps	1	@	@	6	@	@	@	@	@	27	28	@	@	@	@	@	@	
Engineering Projects with Arduino Boards	1	@	@	6	@	@	@	@	@	8	@	@	@	@	@	@	@	
Intro to Programming Using the Finch Robot	1	@	@	6	@	@	@	@	@	28	@	@	@	@	@	@	@	
Coding with Robots	1	@	@	6	@	@	@	@	@	28	@	@	@	@	@	@	@	
Robotics w/Scratch Level 1	1	@	@	6	@	@	@	@	@	28	@	@	@	@	@	@	@	
HowGirlsCode	0	@	@	6	@	@	@	@	@	21	28	@	@	@	@	@	@	
Lego WeDo Robotics Academy	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Animatronics	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Animatronics	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Building an Interactive, Friendly Monster	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
DIY Robotics 	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Robotics: FUNdamentals	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Mazemaker camp	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Water-Bots (Beginner)	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Water-Bots (Intermediate)	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Bashem Bots Using Legos	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Water-Bots (Advanced)	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Drone Drops	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Robotics II	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Microbots II	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Microbots I	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Lego!	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Robot Programming	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Introduction to Programming with Robotics	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
CODE @ TACC	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Adventures in LEGO Robotics	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Robot Programming	1	@	@	6	@	@	@	@	@	67	@	@	@	@	@	@	@	
VEX Robotics Camp	1	@	@	6	@	@	@	@	@	67	@	@	@	@	@	@	@	
Robot Olymics Camp	1	@	@	6	@	@	@	@	@	67	@	@	@	@	@	@	@	
Resuce robots	1	@	@	6	@	@	@	@	@	67	@	@	@	@	@	@	@	
Robotics with VEX IQ	1	@	@	6	@	@	@	@	@	67	@	@	@	@	@	@	@	
Robotics Honors: Vex® the Competition	1	@	@	6	@	@	@	@	@	67	@	@	@	@	@	@	@	
Vex Robotics Camps	1	@	@	6	@	@	@	@	@	8	21	67	@	@	@	@	@	
Robotics Quadruped with Vex-IQ	1	@	@	6	@	@	@	@	@	21	67	@	@	@	@	@	@	
5th Annual Summer Engineering Camp (SEC) 4 Robotics	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics Garage	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Rescue Robots	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotic Olympics	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robot Surgeons	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robo Battles	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Ocean Missions	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Mission to Mars	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Envirobots	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Da'Vinci's Designs	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics 101	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Brown University Pre-College Program	1	@	@	6	@	@	@	@	@	8	21	@	@	@	@	@	@	
All About the Bots	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
LEGO Camp	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics Camp - Beginner	5	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics Camp - Intermediate and Advanced	5	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
LEGO Mindstorms	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
JUNIOR ROBOTICS LEVEL 1	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
JUNIOR ROBOTICS LEVEL 2	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Design Storm	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Adventures with Star Wars	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Space Wars Robotics Summer at Talley	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Advanced Robotics with NXT	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
Creative Design and Robotics	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
Intermediate Engineering and Robotics	1	@	@	6	@	@	@	@	@	72	@	@	@	@	@	@	@	
LEGO L'NEX Garage	1	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
LEGO Robotics Camp	2	@	@	6	@	@	@	@	@	21	@	@	@	@	@	@	@	
roboARTS Camp	1	@	@	0	6	@	@	@	@	72	@	@	@	@	@	@	@	
LEGO Games	1	@	@	2	6	@	@	@	@	72	@	@	@	@	@	@	@	
Robotics & Coding Academy	1	@	@	1	6	@	@	@	@	72	@	@	@	@	@	@	@	
Robotics and Programming	1	@	@	1	6	@	@	@	@	21	@	@	@	@	@	@	@	
Lego!	1	@	@	1	6	@	@	@	@	21	@	@	@	@	@	@	@	
Education Unlimited	1	@	@	5	@	@	@	@	@	13	18	@	@	@	@	@	@	
Education Unlimited	1	@	@	5	@	@	@	@	@	13	18	@	@	@	@	@	@	
Web Design	1	@	@	5	@	@	@	@	@	18	19	@	@	@	@	@	@	
Web Design	1	@	@	5	@	@	@	@	@	72	@	@	@	@	@	@	@	
Coding Girls	0	@	@	3	5	7	@	@	@	4	18	28	@	@	@	@	@	
full stack web dev camp	1	@	@	5	@	@	@	@	@	13	18	20	27	@	@	@	@	
front end web dev camp	1	@	@	5	@	@	@	@	@	13	18	20	@	@	@	@	@	
HTML & CSS Honors	1	@	@	5	@	@	@	@	@	13	18	@	@	@	@	@	@	
Building Web Pages Camps	1	@	@	5	@	@	@	@	@	13	18	19	@	@	@	@	@	
We ARE the Web, Lets Make Cool Web Stuff	1	@	@	5	@	@	@	@	@	13	18	20	@	@	@	@	@	
Web Design: Introduction to HTML & CSS	1	@	@	5	@	@	@	@	@	13	18	20	@	@	@	@	@	
backend web dev camp	1	@	@	5	@	@	@	@	@	13	18	20	27	@	@	@	@	
Web	1	@	@	5	@	@	@	@	@	13	18	20	25	@	@	@	@	
Code Breakers	1	@	@	5	@	@	@	@	@	13	18	20	@	@	@	@	@	
web development	1	@	@	5	@	@	@	@	@	13	18	20	@	@	@	@	@	
Web Design and Development	1	@	@	5	@	@	@	@	@	13	20	25	@	@	@	@	@	
Web Design 	1	@	@	5	@	@	@	@	@	72	@	@	@	@	@	@	@	
Web Design	1	@	@	5	@	@	@	@	@	72	@	@	@	@	@	@	@	
Mazemaker camp	1	@	@	5	@	@	@	@	@	72	@	@	@	@	@	@	@	
STEM for Kids	1	@	@	5	@	@	@	@	@	72	@	@	@	@	@	@	@	
GURL Power	0	@	@	5	@	@	@	@	@	2	@	@	@	@	@	@	@	
Create your own Website	1	@	@	5	@	@	@	@	@	10	@	@	@	@	@	@	@	
Web Technologies	1	@	@	5	@	@	@	@	@	72	@	@	@	@	@	@	@	
